,Nome da Música,link,album,letra,artista
40,De Mais Ninguém,/marisa-monte/de-mais-ninguem.html,"Verde, Amarelo, Anil, Cor-De-Rosa e Carvão","Se ela me deixou, a dor É minha só, não é de mais ninguém Aos outros eu devolvo a dó, Eu tenho a minha dor  Se ela preferiu ficar sozinha, Ou já tem um outro bem. Se ela me deixou a dor é minha, A dor é de quem tem.  É meu troféu, é o que restou, É o que me aquece sem me dar calor Se eu não tenho o meu amor, Eu tenho a minha dor.  A sala, o quarto, a casa está vazia, A cozinha, o corredor Se nos meus braços ela não se aninha, A dor é minha, a dor  É o meu lençol, é o cobertor, É o que me aquece sem me dar calor Se eu não tenho o meu amor Eu tenho a minha dor (...)   (fonte: site oficial)",Marisa Monte
41,De Noite Na Cama,/marisa-monte/de-noite-na-cama.html,Barulhinho Bom: Uma Viagem Musical,"De noite na cama, eu fico pensando Se você me ama ... E quando Se você me ama, eu fico pensando De noite na cama ... E quando  De dia eu faço graça Pra não dar bandeira Não deixo você ver. De dia tudo passa como brincadeira  Por longe de você Por onde você mora Pára e se demora Por hora não vou ter  Coragem de dizer Mas há de haver a hora ... Se você for embora Agora  De noite na cama, eu fico pensando Se você me ama e quando Se você me ama, eu fico pensando De noite na cama e quando",Marisa Monte
42,De Que Vale Tudo Isso,/marisa-monte/de-que-vale-tudo-isso.html,Regravação de Roberto Carlos,"Meu amor há quanto tempo eu não falo com você Isso só me deixa triste e sem vontade de viver E o meu amor que é puro Pode crer, meu bem eu juro É tão grande que duvido Que outro igual possa haver  Tanta coisa boa existe e eu aqui Meu bem, tão triste É demais qualquer minuto sem você  De que vale tudo isso, se você não está aqui? De que vale tudo isso, se você não está aqui?  Se eu ficar aqui pensando Sou capaz de enlouquecer Suportar eu não consigo, tanto tempo sem te ver  Sem você e o seu carinho eu não posso mais ficar E não sei até que dia eu terei que te esperar  Meu sorriso é tão triste, já nem sei mesmo sorrir É demais qualquer minuto sem você  De que vale tudo isso, se você não está aqui? De que vale tudo isso, se você não está aqui?  Mas eu sei que o dia que você pra mim voltar Minha vida outra vez alegre vai ficar Toda essa tristeza de repente vai ter fim No dia que você voltar pra mim  De que vale tudo isso, se você não está aqui? De que vale tudo isso, se você não está aqui?",Marisa Monte
43,Depois,/marisa-monte/depois.html,O Que Você Quer Saber De Verdade,Depois de sonhar tantos anos De fazer tantos planos De um futuro pra nós Depois de tantos desenganos Nós nos abandonamos como tantos casais Quero que você seja feliz Hei de ser feliz também  Depois de varar madrugada Esperando por nada De arrastar-me no chão Em vão Tu viraste-me as costas Não me deu as respostas Que eu preciso escutar Quero que você seja melhor Hei de ser melhor também  Nós dois Já tivemos momentos Mas passou nosso tempo Não podemos negar Foi bom Nós fizemos história Pra ficar na memória E nos acompanhar Quero que você viva sem mim Eu vou conseguir também  Depois de aceitarmos os fatos Vou trocar seus retratos pelos de um outro alguém Meu bem Vamos ter liberdade Para amar à vontade Sem trair mais ninguém Quero que você seja feliz Hei de ser feliz também Depois,Marisa Monte
44,Descalço no Parque,/marisa-monte/descalco-no-parque.html,O Que Você Quer Saber De Verdade,"Descalço no Parque Sozinho eu estou A esperar por você meu amor Pois a cada hora que passa Leva comigo uma saudade de você Meu amor  Vivo a sofrer Vivo a chorar Sozinho descalço no parque a lhe esperar  Pois não adianta Sem amor a vida não traz felicidade Só traz saudade de você, meu amor Descalço no parque Sozinho eu estou A esperar por você meu amor  E é por isso que descalço no parque Eu espero por você E é por isso que descalço no parque Eu espero por você",Marisa Monte
45,Diariamente,/marisa-monte/diariamente.html,Mais,"Para calar a boca: Rícino Para lavar a roupa: Omo Para viagem longa: Jato Para difíceis contas: Calculadora  Para o pneu na lona: Jacaré Para a pantalona: Nesga Para pular a onda: Litoral Para lápis ter ponta: Apontador  Para o Pará e o Amazonas: Látex Para parar na Pamplona: Assis Para trazer à tona: Homem-Rã Para a melhor azeitona: Ibéria  Para o presente da noiva: Marzipã Para Adidas: o Conga Nacional Para o outono, a folha: Exclusão Para embaixo da sombra: Guarda-Sol  Para todas as coisas: Dicionário Para que fiquem prontas: Paciência Para dormir a fronha: Madrigal Para brincar na gangorra: Dois  Para fazer uma toca: Bobs Para beber uma Coca: Drops Para ferver uma sopa: Graus Para a luz lá na roça: 220 volts  Para vigias em ronda: Café Para limpar a lousa: Apagador Para o beijo da moça: Paladar Para uma voz muito rouca: Hortelã  Para a cor roxa: Ataúde Para a galocha: Verlon Para ser moda: Melancia Para abrir a rosa: Temporada  Para aumentar a vitrola: Sábado Para a cama de mola: Hóspede Para trancar bem a porta: Cadeado Para que serve a calota: Volkswagen  Para quem não acorda: Balde Para a letra torta: Pauta Para parecer mais nova: Avon Para os dias de prova: Amnésia  Para estourar a pipoca: Barulho Para quem se afoga: Isopor Para levar na escola: Condução Para os dias de folga: Namorado  Para o automóvel que capota: Guincho Para fechar uma aposta: Paraninfo Para quem se comporta: Brinde Para a mulher que aborta: Repouso  Para saber a resposta: Vide-o-Verso Para escolher a compota: Jundiaí Para a menina que engorda: Hipofagin Para a comida das orcas: Krill  Para o telefone que toca Para a água lá na poça Para a mesa que vai ser posta Para você o que você gosta Diariamente",Marisa Monte
46,Dig A Pony,/marisa-monte/dig-a-pony.html,,"I dig a pony Well you can celebrate anything you want Yes you can celebrate anything you want  Ooh i do a road hog Well you can penetrate any place you go Yes you can penetrate any place you go  I told you so, all i want is you Ev'rything has got to be just like you want it to Because...  I pick a moon dog Well you can radiate ev'rything you are Yes you can radiate ev'rything you are  Ooh i roll a stoney Well you can imitate ev'ryone you know Yes you can imitate ev'ryone you know  I told you so, all i want is you Ev'rything has got to be just like you want it to Because...  I feel the wind blow Well you can indicate ev'rything you see Yes you can indicate anything you see  Ooh i Well you can syndicate any boat you row Yes you can syndicate any boat you row I told you so, all i want is you Ev'rything has got to be just like you want it to Because...",Marisa Monte
47,Dizem (Quem Me Dera),/marisa-monte/dizem-quem-me-dera.html,,"O mundo está bem melhor Do que há cem anos atrás, dizem Morre muito menos gente As pessoas vivem mais  Ainda temos muita guerra Mas todo mundo quer paz, dizem Tantos passos adiante E apenas alguns atrás  Já chegamos muito longe Mas podemos muito mais, dizem Encontrar novos planetas Pra fazermos filiais  Quem me dera Não sentir mais medo Quem me dera Não me preocupar  Temos inteligência Pra acabar com a violência, dizem Cultivamos a beleza Arte e filosofia  A modernidade agora Vai durar pra sempre, dizem Toda a tecnologia Só pra criar fantasia  Deuses e ciência Vão se unir na consciência, dizem Vivermos em harmonia Não será só utopia  Quem me dera Não sentir mais medo Quem me dera Não me preocupar Quem me dera Não sentir mais medo algum",Marisa Monte
48,Dizem Que o Amor (part. Argemiro Patrocinio),/marisa-monte/dizem-que-o-amor-com-argemiro-patrocinio.html,Coleção,Dizem que o amor Faz a gente sofrer Sem meu grande amor Como poderei viver  Se eu disser que sim E ele disser que não É uma parte perdida Que teve na vida o meu coração  Se o amor traz sofrimento Vou sofrer até o fim Minha vida será um tormento Se ele não disser que sim  O amor que lhe dedico É uma obsessão Imploro por favor Não digas não  Dizem que o amor Faz a gente sofrer Sem meu grande amor Como poderei viver  Se eu disser que sim E ele disser que não É uma parte perdida Que teve na vida o meu coração  Se o amor traz sofrimento Vou sofrer até o fim Minha vida será um tormento Se ele não disser que sim  O amor que lhe dedico É uma obsessão Imploro por favor Não digas não  Imploro Imploro por dfavor não digas não Dizem que o amor,Marisa Monte
49,É Doce Morrer no Mar (Com Cesária Évora),/marisa-monte/e-doce-morrer-no-mar-com-cesaria-evora.html,Coleção,É doce morrer no mar Nas ondas verdes do mar É doce morrer no mar Nas ondas verdes do mar  A noite que ele não veio foi Foi de tristeza pra mim Saveiro voltou sozinho Triste noite foi prá mim  É doce morrer no mar Nas ondas verdes do mar É doce morrer no mar Nas ondas verdes do mar  Saveiro partiu de noite foi Madrugada não voltou O marinheiro bonito Sereia do mar levou  É doce morrer no mar Nas ondas verdes do mar É doce morrer no mar Nas ondas verdes do mar  Nas ondas verdes do mar meu bem Ele se foi afogar Fez sua cama de noivo No colo de Iemanjá  É doce morrer no mar Nas ondas verdes do mar É doce morrer no mar Nas ondas verdes do mar,Marisa Monte
50,É Você,/marisa-monte/e-voce.html,Regravação de Tribalistas,"É você Só você Que na vida vai comigo agora Nós dois na floresta e no salão Nada mais Deita no meu peito e me devora Na vida só resta seguir Um risco, um passo, um gesto rio afora É você Só você Que invadiu o centro do espelho Nós dois na biblioteca e no saguão Ninguém mais Deita no meu leito e se demora Na vida só resta seguir Um risco, um passo, um gesto rio afora Na vida só resta seguir Um ritmo, um pacto e o resto rio afora...  [Moni]",Marisa Monte
51,E.C.T.,/marisa-monte/e-t-c.html,,"Tava com o cara que carimba postais Que por descuido abriu uma carta que voltou Levou um susto que lhe abriu a boca Esse recado vem pra mim, não pro senhor  Recebo crack, colante Dinheiro parco embrulhado em papel carbono e barbante Até cabelo cortado Retrato de 3x4 pra batizado distante Mas isso aqui, meu senhor É uma carta de amor  Levo o mundo e não vou lá Levo o mundo e não vou...  Mas esse cara tem a língua solta A minha carta, ele musicou Tava em casa, vitamina pronta Ouvi no rádio a minha carta de amor  Dizendo: eu caso contente Papel passado, presente desembrulhado Vestido Eu volto logo, me espera Não brigue nunca comigo Eu quero ver nossos filhos O professor me ensinou fazer uma carta de amor  Leve o mundo que eu vou já Leve o mundo que eu vou...",Marisa Monte
52,Enquanto Isso,/marisa-monte/enquanto-isso.html,"Verde, Amarelo, Anil, Cor-De-Rosa e Carvão","Ab Enquanto isso anoitece em certas regiões E se pudéssemos Ab7 Db ter a velocidade para ver tudo Ab assistiríamos tudo A madrugada perto da noite escurecendo ao lado do entardecer Ab7 a tarde inteira Db logo após o almoço Ab O meio-dia acontecendo em pleno sol Ab7 seguido pela manhã que correu desde muito cedo e que só viram Db os que levantaram para trabalhar Ab no alvorecer que foi surgindo  Meanwhile  Meanwhile night falls into regions and if we could just see faster we could watch everything Dawn is niext to night and getting darker and all the afternoons are falling, falling and then just after lunch Noon rose into full sunlight And then another morning running early seen only by those who rose in time to work. ",Marisa Monte
53,Ensaboa,/marisa-monte/ensaboa.html,Mais,"Sabão pedacinho assim Olha água um pinguinho assim O tanque um tanquinho assim A roupa um tantão assim  Ensaboa mulata ensaboa Ensaboa tô ensaboando  Tô lavando a minha roupa Lá em casa estão me chamando, Ensaboa mulata ensaboa Ensaboa tô ensaboando Trabalho um tantão assim Cansaço é bastante sim roupa um tantão assim Dinheiro um tiquinho assim Ensaboa mulata ensaboa Ensaboa tô ensaboando  Everybody run, run, run Everybody run, run, run Everybody scatter, scatter Some people lost some blood Someone nearly die Colonial mentality Eu não sou daqui Eu não tenho nada Tristeza não tem fim a felicidade sim Meu coração é a liberdade They leave sorrow tears and blood   (fonte: site oficial)",Marisa Monte
54,Era Óbvio,/marisa-monte/era-obvio.html,O Que Você Quer Saber De Verdade,Todo mundo via Era óbvio que havia E eu não sabia não Era uma confusão E demorou  Todo mundo achava Que entre nós algo rolava E eu não sabia nada Eu nem desconfiava  E agora que eu sei o que eu sentia E que você também queria Resolvi te procurar Estava só pensando de repente Se a gente algum dia Pode ainda se encontrar,Marisa Monte
55,Esqueça,/marisa-monte/esqueca.html,Coleção,"Esqueça se ele não te ama, Esqueça se ele não te quer, Não chore mais, não sofra assim, porque eu posso te dar amor sem fim. Ele não pensa em querer-te, te faz sofrer e até chorar. Não chore mais, vem pra mim, vem, não sofra, não pense.  Não chore mais meu bem. (x3)  Esqueça se ele não te ama, Esqueça se ele não te quer, Não chore mais, não sofra assim, Porque eu posso te dar amor sem fim. Ele não pensa em querer-te, Te faz sofrer e até chorar. Não chore mais, vem pra mim, vem, Não pense, não sofra.  Não chore mais meu bem. (x4)  By: Lita.",Marisa Monte
56,Esta Melodia,/marisa-monte/esta-melodia.html,"Verde, Amarelo, Anil, Cor-De-Rosa e Carvão","D Em D A7 D B7 Em B7 Quando vem rompendo o dia eu me levanto, começo logo a cantar Em A Em A7/5+ D A7 Esta doce melodia que me faz lembrar D F° Em A7 D Am Daquelas lindas noites de luar, eu tinha um alguém sempre a me esperar B7 Em A7 D Am Desde o dia em que ela foi embora eu guardo esta canção na memória B7 Em A7 D A7 D Desde o dia em que ela foi embora eu guardo esta canção na memória F° Em A7 D Am Laiá laiá lalaiá, laiá laiá lalaiá D7 G A7 D B7 Laiá laiá, lalaiá lalaiá, lalaiá laiá Em B7 Em A7 D Eu tinha esperança que um dia ela voltasse para a minha companhia Am D G E A7 Deus deu resignação ao meu pobre coração D B7 Em A7 D A7 Não suporto mais tua ausência, já pedi a Deus paciência D B7 Em A7 D ",Marisa Monte
57,Eu Não Sou da Sua Rua,/marisa-monte/eu-nao-sou-da-sua-rua.html,Mais,"Eu não sou da sua rua Eu não sou o seu vizinho Eu moro muito longe, sozinho Estou aqui de passagem  Eu não sou da sua rua Eu não falo a sua língua Minha vida é diferente da sua Estou aqui de passagem Esse mundo não é meu Esse mundo não é seu ah,ah,ah,ah",Marisa Monte
58,Eu Queria Que Você Viesse,/marisa-monte/eu-queria-que-voce-viesse.html,,"Eu queria que você viesse Penso tanto que quase acontece Porém se eu decidir não me enganar assim Talvez o meu pranto tenha fim  Se você ouvisse minha prece Não quisesse me ver tão aflita Sonhar não custa nada eu quero tanto ainda Grato te daria uma saliva  Junto com você a vida inteira Nosso 3x4 na carteira Vendo a lua a meia luz e meia Rogo que me faça uma visita  Eu sonho tanto Porque tanto te amo assim Meu sonho é santo Porque traz você pra mim  Onde caminhando se passou Sigo a minha estrada sigo o amor Junto com você a vida inteira Na sala, no quarto, na cadeira",Marisa Monte
59,Eu sei,/marisa-monte/eu-sei.html,Mais,"Um dia eu vou estar à toa E você vai estar na mira Eu sei que você sabe Que eu sei que você sabe Que é difícil de dizer O meu coração É um músculo involuntário E ele pulsa por você Um dia eu vou estar contigo E você vai estar na minha  Enquanto eu vou andando o mundo gira E nos espera numa boa Eu sei, eu sei, Eu sei ",Marisa Monte
60,"Eu Te Amo, Te Amo, Te Amo",/marisa-monte/eu-te-amo-te-amo-te-amo.html,,"Quanto tempo longe de você Quero ao menos lhe falar A distância não vai impedir Meu amor de lhe encontrar (Uhuu)  Cartas já não adiantam mais (Uhuu) Quero ouvir a sua voz (Uhuu) Vou telefonar dizendo Que eu estou quase morrendo De saudade de você Uhuu  Eu te amo, eu te amo, eu te amo Uhuu  Eu não sei por quanto tempo eu Tenho ainda que esperar Quantas vezes eu até chorei Pois não pude suportar (Uhuu)  Para mim não adianta (Uhuu) Tanta coisa sem você (Uhuu) E então me desespero Por favor meu bem eu quero Sem demora lhe falar Uhuu  Eu te amo, eu te amo, eu te amo  Mas o dia que eu puder te encontrar Eu quero contar o quanto sofri Por todo esse tempo Que eu quis lhe falar Uhuu  Eu te amo, eu te amo, eu te amo Uhuu Eu te amo, eu te amo, eu te amo Uhuu  Para mim não adianta (Uhuu) Tanta coisa sem você (Uhuu) E então me desespero Por favor meu bem eu quero Sem demora lhe falar Uhuu  Eu te amo, eu te amo, eu te amo Uhuu Eu te amo, eu te amo, eu te amo Uhuu  Eu te amo, eu te amo, eu te amo Uhuu Eu te amo, eu te amo, eu te amo Uhuu  Eu te amo, eu te amo, eu te amo Uhuu Eu te amo, eu te amo, eu te amo U-hu-u-uu",Marisa Monte
61,Fumando Espero,/marisa-monte/fumando-espero.html,Coleção,"Fumar é um prazer que faz sonhar Fumando espero, aquele a quem mais quero Se ele não vem, então me desespero Enquanto eu fumo, depressa a vida passa E a sombra da fumaça me faz adormecer  E assim sempre a fumar, sonhar, amar Por todo instante, aquele a quem mais quero Sentir seus lábios, beijar com desespero Seu coração bater juntinho ao meu Sentindo entre caricias meu corpo estremecer  Antes de adormecer é o fumar um prazer Dá-me, dá-me a tua boca Beija até que eu fique louca Quero me enlouquecer de prazer Sentindo esse calor do beijo embriagador Que acaba por prender a chama ardente deste amor",Marisa Monte
62,Gentileza,/marisa-monte/apagaram-tudo.html,"Memórias, Crônicas e Declaraçoes de Amor",Apagaram tudo Pintaram tudo de cinza A palavra no muro ficou coberta de tinta  Apagaram tudo Pintaram tudo de cinza Só ficou no muro tristeza e tinta fresca  Nós que passamos apressados Pelas ruas da cidade Merecemos ler as letras e as palavras de gentileza  Por isso eu pergunto a você no mundo Se é mais inteligente o livro ou a sabedoria  O mundo é uma escola A vida é um circo Amor palavra que liberta Já dizia um profeta  Apagaram tudo Pintaram tudo de cinza Só ficou no muro tristeza e tinta fresca Por isso eu pergunto a você no mundo Se é mais inteligente o livro ou a sabedoria  O mundo é uma escola A vida é um circo Amor palavra que liberta Já dizia o profeta,Marisa Monte
63,Gerânio,/marisa-monte/geranio.html,Infinito Particular,"Ela que descobriu o mundo E sabe vê-lo do ângulo mais bonito Canta e melhora a vida, descobre sensações diferentes Sente e vive intensamente Aprende e continua aprendiz Ensina muito e reboca os maiores amigos Faz dança, cozinha, se balança na rede E adormece em frente à bela vista Despreocupa-se e pensa no essencial Dorme e acorda Conhece a Índia e o Japão e a dança haitiana Fala inglês e canta em inglês Escreve diários, pinta lâmpadas, troca pneus E lava os cabelos com shampoos diferentes Faz amor e anda de bicicleta dentro de casa E corre quando quer Cozinha tudo, costura, já fez boneco de pano E brinco para a orelha, bolsa de couro, namora e é amiga Tem computador e rede, rede para dois Gosta de eletrodomésticos, toca piano e violão Procura o amor e quer ser mãe, tem lençóis e tem irmãs Vai ao teatro, mas prefere cinema Sabe espantar o tédio Cortar cabelo e nadar no mar Tédio não passa nem por perto, é infinita, sensível, linda Estou com saudades e penso tanto em você Despreocupa-se e pensa no essencial Dorme e acorda",Marisa Monte
64,Give me Love,/marisa-monte/give-me-love.html,Barulhinho Bom: Uma Viagem Musical,"Give me love Give me love Give me peace on earth Give me light Give me life Keep me free from burden Give me hope Help me cope, with this heavy load Trying to touch and, reach you With heart and soul  My love . . .  Please take hold of my hand That I might understand you  Won't you please Oh! won't you  Give me love Give me love Give me peace on earth Give me light Give me life Keep me free from burden Give me hope Help me cope, with this heavy load Trying to, touch and reach you with, Heart and soul  My lord...  Please take hold of my hand, that I might understand you",Marisa Monte
65,Gotas de Luar,/marisa-monte/gotas-de-luar.html,"Memórias, Crônicas e Declaraçoes de Amor",Se eu pudesse roubar as gotas de luar que vi brilhar nos olhos teus  guardava aquele encanto para enfeitar meu pranto na hora do adeus Sei que muito breve tu irás me esquecer eu sei que vou sofrer por culpa da minha paixão eu devia te deixar mas vou continuar para castigar meu pobre coração,Marisa Monte
66,Grão de Amor,/marisa-monte/grao-de-amor.html,,Me deixe sim Mas só se for Pra ir ali E pra voltar.  Me deixe sim Meu grão de amor Mas nunca deixe De me amar  Agora as noites são tão longas No escuro eu penso em te encontrar Me deixe só Até a hora de voltar  Me esqueça sim Pra não sofrer Pra não chorar Pra não sentir  Me esqueça sim Que eu quero ver Você tentar Sem conseguir  A cama agora está tão fria Ainda sinto o seu calor Me esqueça sim Mas nunca esqueça o meu amor  É só você que vem No meu cantar meu bem É só pensar que vem Lá ra ra ra  Me cobre mil telefonemas Depois me cubra de paixão Me pegue bem Misture alma e coração,Marisa Monte
67,Hoje Eu Não Saio Não,/marisa-monte/hoje-eu-nao-saio-nao.html,O Que Você Quer Saber De Verdade,"Hoje eu não saio não Hoje eu vou ficar em casa, neném Hoje eu não saio não Quero ver televisão  Hoje eu não saio não Não troco meu sofá por nada, meu bem Hoje eu não saio não Não quero ver a multidão  Lá no boteco, não Telecoteco No trio elétrico, não Teatro, não Não vou no esquema não Nem no cinema, não Em Ipanema, não No circo, não  Hoje eu não saio não Hoje eu vou ficar em casa, neném Hoje eu não saio não Quero ver televisão  Hoje eu não saio não Não troco meu sofá por nada, meu bem Hoje eu não saio não Não quero ver a multidão  Na padaria, não Na academia, não Periferia, não No centro, não No casamento, não No lançamento, não No movimento, não Na praia, não  Hoje eu não saio não  No restaurante, não Roda gigante, não No baile funk, não No parque, não Não vou na Lapa não Na batucada, não Na passeata, não Nem no portão  Hoje eu não saio não Hoje eu vou ficar em casa, neném Hoje eu não saio não Quero ver televisão  Hoje eu não saio não Não troco meu sofá por nada, meu bem Hoje eu não saio não Não quero ver a multidão",Marisa Monte
68,I Can See Clearly Now,/marisa-monte/i-can-see-clearly-now.html,,"I can see clearly now, the rain is gone, I can see all obstacles in my way Gone are the dark clouds that had me blind It’s gonna be a bright (bright), bright (bright) Sun-Shiny day. It’s gonna be a bright (bright), bright (bright) Sun-Shiny day.  I think I can make it now, the pain is gone All of the bad feelings have disappeared Here is the rainbow I’ve been prayin' for It’s gonna be a bright (bright) Sun-Shiny day.  Look all around, there’s nothin' but blue skies Look straight ahead, nothin' but blue skies  I can see clearly now, the rain is gone, It’s gonna be a bright (bright), bright (bright) Sun-Shiny day It’s gonna be a bright Sun-Shiny day It’s gonna be Sun-Shiny day...",Marisa Monte
69,Ilusão (com Julieta Venega),/marisa-monte/ilusao-com-julieta-venega.html,Coleção,Uma vez eu tive uma ilusão E não soube o que fazer Não soube o que fazer Com ela Não soube o que fazer E ela se foi Porque eu a deixei Por que eu a deixei? Não sei Eu só sei que ela se foi  Mi corazón desde entonces La llora diario No portão Por ella no supe que hacer y se me fue Por qué la deje Por qué la deje? no sé solo sé que se me fue  Sei que tudo o que eu queria... Deixei tudo o que eu queria... Porque não me deixei tentar Vivê-la feliz  É a ilusão de que volte... O que me faça feliz... Faça viver... Por ella no supe que hacer Y se me fue Porque la deje ¿Por que la deje? No sé Solo sé que se me fue  Sei que tudo o que eu queria Deixei tudo o que eu queria Porque não me deixei tentar Vivê-la feliz Sei que tudo o que eu queria Deixei tudo o que eu queria Porque no me dejo Tratar de hacerla feliz  Porque la deje ¿Por que la deje? No sé Solo sé que se me fue,Marisa Monte
70,Infinito Particular,/marisa-monte/infinito-particular.html,Infinito Particular,"Eis o melhor e o pior de mim O meu termômetro o meu quilate Vem, cara, me retrate Não é impossível Eu não sou difícil de ler Faça sua parte Eu sou daqui eu não sou de Marte Vem, cara, me repara Não vê, tá na cara, sou portabandeira de mim Só não se perca ao entrar No meu infinito particular Em alguns instantes Sou pequenina e também gigante Vem, cara, se declara O mundo é portátil Pra quem não tem nada a esconder Olha minha cara É só mistério, não tem segredo Vem cá, não tenha medo A água é potável Daqui você pode beber Só não se perca ao entrar No meu infinito particular",Marisa Monte
71,Já Te Falei,/marisa-monte/ja-te-falei.html,,"Já te falei Ouvi dizer por aí Já gritei, telefonei, cantei por toda a cidade Pelo beco, pelo meio da Avenida Central, no jardim Já divulguei Anunciei por aí Por e-mail, por correio veio toda a verdade Notícia que se espalha Paira em qualquer lugar Li no outdoor, pus na canção, deu no cinema Que a vida vale a pena Na matinê, no botequim, na madrugada Vida que vale a pena Já escutei E repeti por aí Coloquei cartazes nos murais de toda a cidade Já berrei no microfone a todo volume no ar Palavra que se espalha Pluma no vendaval Vi no gibi, foi por aí, li num poema Que a vida vale a pena Li no jornal, vi na TV, foi pela antena Que a vida vale a pena No futebol, no carnaval, na batucada Vida que vale a pena",Marisa Monte
72,Lágrimas E Tormentos,/marisa-monte/lagrimas-e-tormentos.html,Universo ao Meu Redor,"Lágrimas, tormentos Quantas desilusões Foram tantos sofrimentos e decepções Mas um dia o destino a tudo modificou Minhas lágrimas secaram Meus tormentos terminaram Foi uma nuvem que passou  Minhas lágrimas secaram Meus tormentos terminaram Foi uma nuvem que passou  E hoje a minha vida é um carrossel de alegrias E como se não bastasse, estou amando de verdade Me perdoa se eu me excedo em minha euforia Mas é que agora sei o que é felicidade Me perdoa se eu me excedo em minha euforia Mas é que agora sei o que é felicidade",Marisa Monte
73,Lencinho Branco (el panuelito),/marisa-monte/lencinho-branco-el-panuelito.html,O Que Você Quer Saber De Verdade,"Guardo o lencinho branco Que esqueceste ao me abandonar Manchado assim pelo carmim que Tirei dos meus lábios quando te beijei  Guardei teu lencinho, para me lembrar O beijo que nele deixamos ficar E ao ver os meus lábios Choro a recordar Que depois partiste pra não mais voltar  Guardo o lencinho branco Que esqueceste ao me abandonar Manchado assim pelo carmim que Tirei dos meus lábios quando te beijei  Lenço branco que ilusão Foi aquele louco amor Tudo agora é solidão, ele já não volta mais  Meu lenço amigo, comigo ficou Fiel companheiro, não me abandonou Lencinho querido, que hei de fazer Se aquele amor não posso esquecer?  A tarde estava fria Frio também ficou seu coração E ao compreender que ele partia No branco lencinho Chorei sua traição",Marisa Monte
74,Lenda das Sereias,/marisa-monte/lenda-das-sereias.html,MM,"Refrão I: Oguntê, Marabô, Caiala, e Sobá Oloxum, Ynaê, Janaina e Iemanjá Oguntê, Marabô, Caiala, e Sobá Oloxum, Ynaê, Janaina e Iemanjá São rainhas do mar Mar... Misterioso mar Que vem do horizonte É o berço das sereias Lendário e fascinante  Olha o canto da sereia lalaó, oquê, ialoá Em noite de lua cheia Ouço a sereia cantar E o luar E o luar, sorrindo Então se encanta Com as doces melodias Os madrigais vão despertar  RefrãoII: Ela mora no mar Ela brinca na areia No balanço das ondas A paz ela semeia Ela mora no mar Ela brinca na areia No balanço das ondas A paz ela semeia Ai quem é?  Refrão I: Oguntê, Marabô, Caiala, e Sobá Oloxum, Ynaê, Janaina e Iemanjá Oguntê, Marabô, Caiala, e Sobá Oloxum, Ynaê, Janaina e Iemanjá  Olha o canto da sereia lalaó, oquê, ialoà Em noite de lua cheia Ouço a sereia cantar  Refrão II: Ela mora no mar Ela brinca na areia No balanço das ondas A paz ela semeia Ela mora no mar Ela brinca na areia No balanço das ondas A paz ela semeia  Refrãi I: Oguntê, Marabô, Caiala, e Sobá Oloxum, Ynaê, Janaina e Iemanjá Oguntê, Marabô, Caiala, e Sobá Oloxum, Ynaê, Janaina e Iemanjá São rainhas do mar",Marisa Monte
75,Levante,/marisa-monte/levante.html,Infinito Particular,"Nada de mais Velhos sinais Sobre a paisagem Planos gerais Rastros atrás E avante, a estrada Mas pra sacudir levante Mais puro é o amor Mais puro é o amor Vejo os jornais Não sei que lá Não sei de nada Tudo normal Nas marginais E nas fachadas Mas pra sacudir levante Mais puro é o amor Mais puro é o amor",Marisa Monte
76,Magamalabares,/marisa-monte/magamalabares.html,Barulhinho Bom: Uma Viagem Musical,"Magamalabares Acquamarã No parquinho oxáiê  Quem esteve aqui viu barquinho de gazeta Ancorar no mistério  Notas musicais Entre bolas de sabão Que de nossas serenatas vieram  Flores que ofertamos E que nunca morrerão Em vasos e jarros se bronzeiam Os anjos de onde vem Sua vida bem-vinda, na trilha Os livros não são sinceros Quem tem Deus como império No mundo não está sozinho Ouvindo sininhos",Marisa Monte
77,Mais Um Na Multidão,/marisa-monte/mais-um-na-multidao.html,,"Guarde o segredo que te quero E conte só os seus pra mim Faça de mim o seu brinquedo Você é meu enredo, vem pra cá  Te quero Te espero Ah! Não não vai passar, O amor não tarda, está  Você pensa em mim, Eu penso em você Eu tento dormir, Você tenta esquecer Longe do seu ninho meu andar caminho Deixo onde passo, meus pés no chão Sou mais um na multidão  O mar de sol no leito do lar E nem um rio pode apagar O amor é fogo e ferve queimando Estou ferido agora e sigo te amando Você pode acreditar  A mesma carta, o mesmo verbo Em sonho só viver pra ti Quem tem a chave do mistério Não teme tanto medo de amar  Me cego Te enxergo Não não vai passar, O amor não tarda, está  Te quero Te espero Não vai passar, O amor não, falta está  Você pensa em mim, eu penso em você Eu tento dormir, você tenta esquecer Longe do seu ninho Meu andar caminho Deixo o obvio e faço, os meus pés no chão  Sou mais um na multidão Sou mais um na multidão Sou mais um na multidão Sou mais um na multidão Sou mais um na multidão Sou mais um na multidão",Marisa Monte
